title,location,industry,skills,skill_categories,description,min_salary,max_salary,med_salary
Mid Level Product Manager,Chicago,Consulting,"['Data Analysis', 'Marketing Strategy', 'Machine Learning', 'Logistics', 'Transportation Planning', 'Supply Chain Management']","['Data & AI', 'Operations', 'Business']","We are seeking a Mid Level Product Manager to join our Consulting team. The ideal candidate will have experience with Data Analysis, Marketing Strategy, Machine Learning, Logistics, Transportation Planning and Supply Chain Management. This position is based in Chicago and offers competitive compensation. Strong background in Data & AI and Operations and Business is essential.",148074.24,226951.4,187512.82
Mid Level HR Generalist,Chicago,Technology,"['AWS', 'Docker', 'Java', 'Retail Sales', 'Healthcare IT', 'Logistics']","['Software Engineering', 'Healthcare', 'Operations', 'Business']","We are seeking a Mid Level HR Generalist to join our Technology team. The ideal candidate will have experience with AWS, Docker, Java, Retail Sales, Healthcare IT and Logistics. This position is based in Chicago and offers competitive compensation. Strong background in Software Engineering and Healthcare and Operations and Business is essential.",156255.19,233561.26,194908.225
Mid Level Customer Success Manager,San Francisco,Real Estate,"['Supply Chain Management', 'Manufacturing Processes', 'Transportation Planning']",['Operations'],"We are seeking a Mid Level Customer Success Manager to join our Real Estate team. The ideal candidate will have experience with Supply Chain Management, Manufacturing Processes and Transportation Planning. This position is based in San Francisco and offers competitive compensation. This role focuses on Operations skills.",107603.62,172139.43,139871.525
Executive Software Engineer,New York,Hospitality,"['Scrum', 'Risk Management', 'Project Management', 'Agile Methodologies']",['Product & Management'],"We are seeking a Executive Software Engineer to join our Hospitality team. The ideal candidate will have experience with Scrum, Risk Management, Project Management and Agile Methodologies. This position is based in New York and offers competitive compensation. Expert knowledge of Product & Management is required.",272730.24,474548.33,373639.28500000003
Entry Level Sales Manager,Austin,Healthcare,"['Project Management', 'Agile Methodologies', 'Scrum']",['Product & Management'],"We are seeking a Entry Level Sales Manager to join our Healthcare team. The ideal candidate will have experience with Project Management, Agile Methodologies and Scrum. This position is based in Austin and offers competitive compensation. Strong background in Product & Management is essential.",63187.26,101660.54,82423.9
Entry Level Financial Analyst,Seattle,Technology,"['Customer Service', 'Retail Sales', 'Investment Banking', 'Python', 'Equity Research', 'Business Development']","['Software Engineering', 'Finance', 'Business']","We are seeking a Entry Level Financial Analyst to join our Technology team. The ideal candidate will have experience with Customer Service, Retail Sales, Investment Banking, Python, Equity Research and Business Development. This position is based in Seattle and offers competitive compensation. Expert knowledge of Software Engineering and Finance and Business is required.",98288.35,164783.75,131536.05
Senior Product Manager,San Francisco,Hospitality,"['Business Development', 'Customer Service', 'SQL', 'Docker']","['Software Engineering', 'Business']","We are seeking a Senior Product Manager to join our Hospitality team. The ideal candidate will have experience with Business Development, Customer Service, SQL and Docker. This position is based in San Francisco and offers competitive compensation. This role focuses on Software Engineering and Business skills.",186983.09,281034.88,234008.985
Lead Quality Assurance Engineer,San Francisco,Transportation,"['Customer Service', 'Real Estate Law', 'Retail Sales']",['Business'],"Exciting opportunity for a Lead Quality Assurance Engineer in San Francisco. Our Transportation division is expanding and needs someone skilled in Customer Service, Real Estate Law and Retail Sales. Competitive salary and comprehensive benefits package. Strong background in Business is essential.",195022.67,283318.29,239170.47999999998
Executive Project Manager,San Francisco,Hospitality,"['Business Development', 'Real Estate Law', 'Customer Service']",['Business'],"Join our growing Hospitality company as a Executive Project Manager. Required technical skills: Business Development, Real Estate Law and Customer Service. Position located in San Francisco with excellent benefits. Expert knowledge of Business is required.",230647.58,423420.93,327034.255
Entry Level Business Analyst,New York,Real Estate,"['Kanban', 'Scrum', 'Retail Sales']","['Product & Management', 'Business']","We are seeking a Entry Level Business Analyst to join our Real Estate team. The ideal candidate will have experience with Kanban, Scrum and Retail Sales. This position is based in New York and offers competitive compensation. Expert knowledge of Product & Management and Business is required.",68927.14,113199.94,91063.54000000001
Lead UX Designer,Chicago,Technology,"['SQL', 'Docker', 'Python', 'Marketing Strategy']","['Software Engineering', 'Business']","We are seeking a Lead UX Designer to join our Technology team. The ideal candidate will have experience with SQL, Docker, Python and Marketing Strategy. This position is based in Chicago and offers competitive compensation. This role focuses on Software Engineering and Business skills.",281266.58,423082.21,352174.395
Mid Level UX Designer,Chicago,Technology,"['Machine Learning', 'Kanban', 'Data Analysis', 'Project Management', 'Risk Management', 'Scrum']","['Data & AI', 'Product & Management']","We are seeking a Mid Level UX Designer to join our Technology team. The ideal candidate will have experience with Machine Learning, Kanban, Data Analysis, Project Management, Risk Management and Scrum. This position is based in Chicago and offers competitive compensation. Expert knowledge of Data & AI and Product & Management is required.",164409.63,241602.8,203006.215
Senior Operations Manager,Seattle,Consulting,"['Investment Banking', 'AWS', 'React', 'Supply Chain Management', 'Healthcare IT', 'Manufacturing Processes']","['Software Engineering', 'Finance', 'Healthcare', 'Operations']","Join our growing Consulting company as a Senior Operations Manager. Required technical skills: Investment Banking, AWS, React, Supply Chain Management, Healthcare IT and Manufacturing Processes. Position located in Seattle with excellent benefits. This role focuses on Software Engineering and Finance and Healthcare and Operations skills.",219388.64,338373.82,278881.23
Executive Data Scientist,Seattle,Healthcare,"['Business Development', 'Customer Service', 'Kanban', 'Real Estate Law', 'Risk Management']","['Product & Management', 'Business']","Join our growing Healthcare company as a Executive Data Scientist. Required technical skills: Business Development, Customer Service, Kanban, Real Estate Law and Risk Management. Position located in Seattle with excellent benefits. This role focuses on Product & Management and Business skills.",302557.42,527642.56,415099.99
Lead Business Analyst,Austin,Transportation,"['Real Estate Law', 'Customer Service', 'Agile Methodologies']","['Product & Management', 'Business']","Join our growing Transportation company as a Lead Business Analyst. Required technical skills: Real Estate Law, Customer Service and Agile Methodologies. Position located in Austin with excellent benefits. Strong background in Product & Management and Business is essential.",172136.24,250047.72,211091.97999999998
Senior Operations Manager,Austin,Retail,"['Logistics', 'Manufacturing Processes', 'Transportation Planning', 'Healthcare IT']","['Healthcare', 'Operations']","Exciting opportunity for a Senior Operations Manager in Austin. Our Retail division is expanding and needs someone skilled in Logistics, Manufacturing Processes, Transportation Planning and Healthcare IT. Competitive salary and comprehensive benefits package. Strong background in Healthcare and Operations is essential.",132108.66,207366.0,169737.33000000002
Mid Level Business Analyst,New York,Retail,"['Supply Chain Management', 'Logistics', 'Manufacturing Processes', 'UX Design']","['Design', 'Operations']","Exciting opportunity for a Mid Level Business Analyst in New York. Our Retail division is expanding and needs someone skilled in Supply Chain Management, Logistics, Manufacturing Processes and UX Design. Competitive salary and comprehensive benefits package. Expert knowledge of Design and Operations is required.",102566.13,157237.66,129901.895
Entry Level UX Designer,Austin,Manufacturing,"['Docker', 'Logistics', 'UX Design', 'Clinical Trials', 'Business Development', 'Java']","['Software Engineering', 'Design', 'Healthcare', 'Operations', 'Business']","Exciting opportunity for a Entry Level UX Designer in Austin. Our Manufacturing division is expanding and needs someone skilled in Docker, Logistics, UX Design, Clinical Trials, Business Development and Java. Competitive salary and comprehensive benefits package. Strong background in Software Engineering and Design and Healthcare and Operations and Business is essential.",67211.78,108561.39,87886.58499999999
Mid Level Operations Manager,Austin,Transportation,"['Financial Modeling', 'Equity Research', 'Clinical Trials', 'EHR Systems']","['Finance', 'Healthcare']","Join our growing Transportation company as a Mid Level Operations Manager. Required technical skills: Financial Modeling, Equity Research, Clinical Trials and EHR Systems. Position located in Austin with excellent benefits. Expert knowledge of Finance and Healthcare is required.",93537.11,148630.42,121083.76500000001
Lead Quality Assurance Engineer,Austin,Finance,"['Clinical Trials', 'Healthcare IT', 'EHR Systems']",['Healthcare'],"Join our growing Finance company as a Lead Quality Assurance Engineer. Required technical skills: Clinical Trials, Healthcare IT and EHR Systems. Position located in Austin with excellent benefits. Expert knowledge of Healthcare is required.",215208.87,301983.66,258596.26499999998
Executive Financial Analyst,Austin,Finance,"['Python', 'Kanban', 'Risk Management', 'Scrum']","['Software Engineering', 'Product & Management']","Join our growing Finance company as a Executive Financial Analyst. Required technical skills: Python, Kanban, Risk Management and Scrum. Position located in Austin with excellent benefits. Strong background in Software Engineering and Product & Management is essential.",338076.71,591476.16,464776.43500000006
Executive Marketing Specialist,New York,Healthcare,"['Docker', 'Retail Sales', 'Marketing Strategy', 'AWS', 'Java']","['Software Engineering', 'Business']","We are seeking a Executive Marketing Specialist to join our Healthcare team. The ideal candidate will have experience with Docker, Retail Sales, Marketing Strategy, AWS and Java. This position is based in New York and offers competitive compensation. Expert knowledge of Software Engineering and Business is required.",350085.0,613256.0,481670.5
Entry Level Supply Chain Analyst,Seattle,Retail,"['Docker', 'AWS', 'React', 'Node.js', 'Java']",['Software Engineering'],"We are seeking a Entry Level Supply Chain Analyst to join our Retail team. The ideal candidate will have experience with Docker, AWS, React, Node.js and Java. This position is based in Seattle and offers competitive compensation. Expert knowledge of Software Engineering is required.",73460.35,115995.65,94728.0
Senior Customer Success Manager,San Francisco,Real Estate,"['AWS', 'Customer Service', 'Equity Research']","['Software Engineering', 'Finance', 'Business']","Join our growing Real Estate company as a Senior Customer Success Manager. Required technical skills: AWS, Customer Service and Equity Research. Position located in San Francisco with excellent benefits. Strong background in Software Engineering and Finance and Business is essential.",207416.42,288748.5,248082.46000000002
Executive Business Analyst,San Francisco,Retail,"['Equity Research', 'Real Estate Law', 'Business Development', 'Marketing Strategy']","['Finance', 'Business']","Exciting opportunity for a Executive Business Analyst in San Francisco. Our Retail division is expanding and needs someone skilled in Equity Research, Real Estate Law, Business Development and Marketing Strategy. Competitive salary and comprehensive benefits package. Strong background in Finance and Business is essential.",318418.98,542407.19,430413.08499999996
Executive Project Manager,Seattle,Finance,"['Supply Chain Management', 'Clinical Trials', 'Healthcare IT', 'Machine Learning', 'Manufacturing Processes']","['Data & AI', 'Healthcare', 'Operations']","Exciting opportunity for a Executive Project Manager in Seattle. Our Finance division is expanding and needs someone skilled in Supply Chain Management, Clinical Trials, Healthcare IT, Machine Learning and Manufacturing Processes. Competitive salary and comprehensive benefits package. This role focuses on Data & AI and Healthcare and Operations skills.",393306.57,694559.19,543932.88
Entry Level Marketing Specialist,San Francisco,Finance,"['Business Development', 'Marketing Strategy', 'Retail Sales']",['Business'],"Exciting opportunity for a Entry Level Marketing Specialist in San Francisco. Our Finance division is expanding and needs someone skilled in Business Development, Marketing Strategy and Retail Sales. Competitive salary and comprehensive benefits package. Expert knowledge of Business is required.",83415.15,132746.97,108081.06
Executive Operations Manager,Chicago,Technology,"['Customer Service', 'Project Management', 'Healthcare IT', 'Retail Sales', 'Real Estate Law', 'EHR Systems']","['Product & Management', 'Healthcare', 'Business']","We are seeking a Executive Operations Manager to join our Technology team. The ideal candidate will have experience with Customer Service, Project Management, Healthcare IT, Retail Sales, Real Estate Law and EHR Systems. This position is based in Chicago and offers competitive compensation. Expert knowledge of Product & Management and Healthcare and Business is required.",371558.2,635674.55,503616.375
Senior Marketing Specialist,Seattle,Hospitality,"['AWS', 'Investment Banking', 'Node.js', 'Python']","['Software Engineering', 'Finance']","We are seeking a Senior Marketing Specialist to join our Hospitality team. The ideal candidate will have experience with AWS, Investment Banking, Node.js and Python. This position is based in Seattle and offers competitive compensation. Expert knowledge of Software Engineering and Finance is required.",164892.79,235147.28,200020.035
Lead Product Manager,Seattle,Finance,"['UI Design', 'Financial Modeling', 'Equity Research', 'Investment Banking', 'UX Design']","['Design', 'Finance']","Join our growing Finance company as a Lead Product Manager. Required technical skills: UI Design, Financial Modeling, Equity Research, Investment Banking and UX Design. Position located in Seattle with excellent benefits. Strong background in Design and Finance is essential.",260736.9,409853.16,335295.02999999997
Executive Business Analyst,New York,Transportation,"['Risk Management', 'Agile Methodologies', 'Machine Learning', 'Kanban', 'Project Management']","['Data & AI', 'Product & Management']","Exciting opportunity for a Executive Business Analyst in New York. Our Transportation division is expanding and needs someone skilled in Risk Management, Agile Methodologies, Machine Learning, Kanban and Project Management. Competitive salary and comprehensive benefits package. This role focuses on Data & AI and Product & Management skills.",335380.81,548272.5,441826.655
Senior UX Designer,Austin,Consulting,"['AWS', 'Java', 'Node.js']",['Software Engineering'],"We are seeking a Senior UX Designer to join our Consulting team. The ideal candidate will have experience with AWS, Java and Node.js. This position is based in Austin and offers competitive compensation. Strong background in Software Engineering is essential.",181745.67,259356.72,220551.195
Senior UX Designer,Austin,Manufacturing,"['Java', 'Python', 'Node.js', 'Docker', 'React']",['Software Engineering'],"Exciting opportunity for a Senior UX Designer in Austin. Our Manufacturing division is expanding and needs someone skilled in Java, Python, Node.js, Docker and React. Competitive salary and comprehensive benefits package. This role focuses on Software Engineering skills.",161872.86,238703.44,200288.15
Mid Level Data Scientist,San Francisco,Manufacturing,"['Real Estate Law', 'Retail Sales', 'AWS']","['Software Engineering', 'Business']","Exciting opportunity for a Mid Level Data Scientist in San Francisco. Our Manufacturing division is expanding and needs someone skilled in Real Estate Law, Retail Sales and AWS. Competitive salary and comprehensive benefits package. This role focuses on Software Engineering and Business skills.",134207.69,205589.6,169898.64500000002
Senior Supply Chain Analyst,Seattle,Manufacturing,"['Docker', 'Python', 'Node.js', 'AWS', 'React', 'Java']",['Software Engineering'],"Join our growing Manufacturing company as a Senior Supply Chain Analyst. Required technical skills: Docker, Python, Node.js, AWS, React and Java. Position located in Seattle with excellent benefits. Strong background in Software Engineering is essential.",200641.31,296392.21,248516.76
Entry Level Product Manager,Austin,Real Estate,"['UX Design', 'UI Design', 'Scrum', 'Financial Modeling', 'Equity Research']","['Product & Management', 'Design', 'Finance']","Join our growing Real Estate company as a Entry Level Product Manager. Required technical skills: UX Design, UI Design, Scrum, Financial Modeling and Equity Research. Position located in Austin with excellent benefits. This role focuses on Product & Management and Design and Finance skills.",63991.5,108848.63,86420.065
Entry Level Data Scientist,Chicago,Finance,"['Kanban', 'Business Development', 'React']","['Software Engineering', 'Product & Management', 'Business']","Exciting opportunity for a Entry Level Data Scientist in Chicago. Our Finance division is expanding and needs someone skilled in Kanban, Business Development and React. Competitive salary and comprehensive benefits package. Expert knowledge of Software Engineering and Product & Management and Business is required.",83870.76,144440.01,114155.38500000001
Executive Operations Manager,Chicago,Healthcare,"['Supply Chain Management', 'Transportation Planning', 'Docker']","['Software Engineering', 'Operations']","Exciting opportunity for a Executive Operations Manager in Chicago. Our Healthcare division is expanding and needs someone skilled in Supply Chain Management, Transportation Planning and Docker. Competitive salary and comprehensive benefits package. Strong background in Software Engineering and Operations is essential.",311895.95,549531.74,430713.845
Lead Financial Analyst,Seattle,Education,"['Business Development', 'Real Estate Law', 'Customer Service']",['Business'],"Join our growing Education company as a Lead Financial Analyst. Required technical skills: Business Development, Real Estate Law and Customer Service. Position located in Seattle with excellent benefits. Strong background in Business is essential.",157396.4,224953.9,191175.15
Entry Level HR Generalist,New York,Finance,"['Transportation Planning', 'EHR Systems', 'Kanban', 'Healthcare IT']","['Product & Management', 'Healthcare', 'Operations']","Join our growing Finance company as a Entry Level HR Generalist. Required technical skills: Transportation Planning, EHR Systems, Kanban and Healthcare IT. Position located in New York with excellent benefits. Expert knowledge of Product & Management and Healthcare and Operations is required.",86083.97,145499.37,115791.67
Entry Level Operations Manager,Austin,Technology,"['UI Design', 'Data Analysis', 'EHR Systems', 'Healthcare IT', 'Clinical Trials']","['Data & AI', 'Design', 'Healthcare']","Join our growing Technology company as a Entry Level Operations Manager. Required technical skills: UI Design, Data Analysis, EHR Systems, Healthcare IT and Clinical Trials. Position located in Austin with excellent benefits. Strong background in Data & AI and Design and Healthcare is essential.",88497.53,139157.39,113827.46
Senior Data Scientist,Chicago,Real Estate,"['Docker', 'Logistics', 'Node.js']","['Software Engineering', 'Operations']","Join our growing Real Estate company as a Senior Data Scientist. Required technical skills: Docker, Logistics and Node.js. Position located in Chicago with excellent benefits. Strong background in Software Engineering and Operations is essential.",173056.8,250687.15,211871.97499999998
Entry Level UX Designer,Chicago,Consulting,"['Logistics', 'Supply Chain Management', 'Machine Learning', 'Data Analysis', 'Transportation Planning', 'Manufacturing Processes']","['Data & AI', 'Operations']","Join our growing Consulting company as a Entry Level UX Designer. Required technical skills: Logistics, Supply Chain Management, Machine Learning, Data Analysis, Transportation Planning and Manufacturing Processes. Position located in Chicago with excellent benefits. This role focuses on Data & AI and Operations skills.",95753.98,144456.73,120105.35500000001
Executive Customer Success Manager,San Francisco,Manufacturing,"['Risk Management', 'AWS', 'React', 'Financial Modeling', 'SQL']","['Software Engineering', 'Product & Management', 'Finance']","Join our growing Manufacturing company as a Executive Customer Success Manager. Required technical skills: Risk Management, AWS, React, Financial Modeling and SQL. Position located in San Francisco with excellent benefits. Expert knowledge of Software Engineering and Product & Management and Finance is required.",348954.48,636636.88,492795.68
Senior HR Generalist,Austin,Healthcare,"['EHR Systems', 'Clinical Trials', 'Machine Learning']","['Data & AI', 'Healthcare']","We are seeking a Senior HR Generalist to join our Healthcare team. The ideal candidate will have experience with EHR Systems, Clinical Trials and Machine Learning. This position is based in Austin and offers competitive compensation. Strong background in Data & AI and Healthcare is essential.",167094.97,255071.03,211083.0
Entry Level Financial Analyst,Austin,Education,"['SQL', 'Java', 'Python', 'Node.js']",['Software Engineering'],"We are seeking a Entry Level Financial Analyst to join our Education team. The ideal candidate will have experience with SQL, Java, Python and Node.js. This position is based in Austin and offers competitive compensation. This role focuses on Software Engineering skills.",53467.1,91028.53,72247.815
Executive Marketing Specialist,Austin,Transportation,"['Real Estate Law', 'Retail Sales', 'Business Development', 'Customer Service']",['Business'],"Exciting opportunity for a Executive Marketing Specialist in Austin. Our Transportation division is expanding and needs someone skilled in Real Estate Law, Retail Sales, Business Development and Customer Service. Competitive salary and comprehensive benefits package. This role focuses on Business skills.",197440.2,357583.36,277511.78
Entry Level Quality Assurance Engineer,New York,Transportation,"['Scrum', 'Supply Chain Management', 'Transportation Planning', 'Java', 'AWS']","['Software Engineering', 'Product & Management', 'Operations']","Join our growing Transportation company as a Entry Level Quality Assurance Engineer. Required technical skills: Scrum, Supply Chain Management, Transportation Planning, Java and AWS. Position located in New York with excellent benefits. Expert knowledge of Software Engineering and Product & Management and Operations is required.",73856.35,128085.27,100970.81
Lead Business Analyst,Chicago,Manufacturing,"['Investment Banking', 'Financial Modeling', 'Equity Research']",['Finance'],"We are seeking a Lead Business Analyst to join our Manufacturing team. The ideal candidate will have experience with Investment Banking, Financial Modeling and Equity Research. This position is based in Chicago and offers competitive compensation. This role focuses on Finance skills.",206057.33,285749.1,245903.21499999997
Executive Sales Manager,Austin,Finance,"['Java', 'Logistics', 'UX Design', 'Transportation Planning', 'Financial Modeling', 'AWS']","['Software Engineering', 'Design', 'Finance', 'Operations']","Exciting opportunity for a Executive Sales Manager in Austin. Our Finance division is expanding and needs someone skilled in Java, Logistics, UX Design, Transportation Planning, Financial Modeling and AWS. Competitive salary and comprehensive benefits package. Strong background in Software Engineering and Design and Finance and Operations is essential.",337529.94,617218.93,477374.43500000006
Lead Marketing Specialist,Austin,Education,"['Logistics', 'Manufacturing Processes', 'UI Design', 'UX Design', 'Transportation Planning']","['Design', 'Operations']","Exciting opportunity for a Lead Marketing Specialist in Austin. Our Education division is expanding and needs someone skilled in Logistics, Manufacturing Processes, UI Design, UX Design and Transportation Planning. Competitive salary and comprehensive benefits package. Expert knowledge of Design and Operations is required.",149751.46,219842.03,184796.745
Mid Level Business Analyst,Seattle,Education,"['UX Design', 'UI Design', 'Equity Research', 'Data Analysis', 'Investment Banking', 'Financial Modeling']","['Data & AI', 'Design', 'Finance']","Join our growing Education company as a Mid Level Business Analyst. Required technical skills: UX Design, UI Design, Equity Research, Data Analysis, Investment Banking and Financial Modeling. Position located in Seattle with excellent benefits. Expert knowledge of Data & AI and Design and Finance is required.",113705.28,167689.67,140697.475
Entry Level Operations Manager,San Francisco,Retail,"['Machine Learning', 'Project Management', 'Business Development', 'Clinical Trials', 'SQL']","['Software Engineering', 'Data & AI', 'Product & Management', 'Healthcare', 'Business']","Join our growing Retail company as a Entry Level Operations Manager. Required technical skills: Machine Learning, Project Management, Business Development, Clinical Trials and SQL. Position located in San Francisco with excellent benefits. This role focuses on Software Engineering and Data & AI and Product & Management and Healthcare and Business skills.",91303.67,145750.57,118527.12
Senior Customer Success Manager,Austin,Finance,"['UX Design', 'Retail Sales', 'Marketing Strategy', 'UI Design', 'Business Development']","['Design', 'Business']","Exciting opportunity for a Senior Customer Success Manager in Austin. Our Finance division is expanding and needs someone skilled in UX Design, Retail Sales, Marketing Strategy, UI Design and Business Development. Competitive salary and comprehensive benefits package. Strong background in Design and Business is essential.",180153.58,267666.86,223910.21999999997
Mid Level Sales Manager,Austin,Retail,"['Machine Learning', 'Python', 'AWS', 'Investment Banking', 'Docker']","['Software Engineering', 'Data & AI', 'Finance']","We are seeking a Mid Level Sales Manager to join our Retail team. The ideal candidate will have experience with Machine Learning, Python, AWS, Investment Banking and Docker. This position is based in Austin and offers competitive compensation. This role focuses on Software Engineering and Data & AI and Finance skills.",106167.38,166989.13,136578.255
Lead UX Designer,New York,Consulting,"['Financial Modeling', 'Investment Banking', 'UI Design', 'Equity Research', 'UX Design']","['Design', 'Finance']","Exciting opportunity for a Lead UX Designer in New York. Our Consulting division is expanding and needs someone skilled in Financial Modeling, Investment Banking, UI Design, Equity Research and UX Design. Competitive salary and comprehensive benefits package. Strong background in Design and Finance is essential.",268237.66,385754.8,326996.23
Entry Level Software Engineer,Chicago,Transportation,"['Docker', 'UI Design', 'UX Design', 'Financial Modeling', 'React', 'Business Development']","['Software Engineering', 'Design', 'Finance', 'Business']","Join our growing Transportation company as a Entry Level Software Engineer. Required technical skills: Docker, UI Design, UX Design, Financial Modeling, React and Business Development. Position located in Chicago with excellent benefits. This role focuses on Software Engineering and Design and Finance and Business skills.",73280.29,122197.97,97739.13
Executive Sales Manager,Chicago,Consulting,"['Business Development', 'Real Estate Law', 'Customer Service', 'Retail Sales']",['Business'],"Join our growing Consulting company as a Executive Sales Manager. Required technical skills: Business Development, Real Estate Law, Customer Service and Retail Sales. Position located in Chicago with excellent benefits. This role focuses on Business skills.",271273.13,462974.83,367123.98
Lead Business Analyst,Chicago,Retail,"['Supply Chain Management', 'Agile Methodologies', 'Manufacturing Processes', 'EHR Systems', 'Investment Banking', 'Data Analysis']","['Data & AI', 'Product & Management', 'Finance', 'Healthcare', 'Operations']","Join our growing Retail company as a Lead Business Analyst. Required technical skills: Supply Chain Management, Agile Methodologies, Manufacturing Processes, EHR Systems, Investment Banking and Data Analysis. Position located in Chicago with excellent benefits. Strong background in Data & AI and Product & Management and Finance and Healthcare and Operations is essential.",218770.2,342784.48,280777.33999999997
Executive Software Engineer,San Francisco,Retail,"['React', 'Node.js', 'SQL', 'Java', 'Docker', 'Python']",['Software Engineering'],"Exciting opportunity for a Executive Software Engineer in San Francisco. Our Retail division is expanding and needs someone skilled in React, Node.js, SQL, Java, Docker and Python. Competitive salary and comprehensive benefits package. Strong background in Software Engineering is essential.",335586.42,599228.8,467407.61
Lead Product Manager,New York,Manufacturing,"['Machine Learning', 'React', 'Logistics', 'EHR Systems', 'AWS', 'UX Design']","['Software Engineering', 'Data & AI', 'Design', 'Healthcare', 'Operations']","Join our growing Manufacturing company as a Lead Product Manager. Required technical skills: Machine Learning, React, Logistics, EHR Systems, AWS and UX Design. Position located in New York with excellent benefits. This role focuses on Software Engineering and Data & AI and Design and Healthcare and Operations skills.",252347.92,400330.01,326338.965
Mid Level Sales Manager,New York,Healthcare,"['Kanban', 'Risk Management', 'Scrum', 'Project Management']",['Product & Management'],"We are seeking a Mid Level Sales Manager to join our Healthcare team. The ideal candidate will have experience with Kanban, Risk Management, Scrum and Project Management. This position is based in New York and offers competitive compensation. Expert knowledge of Product & Management is required.",118349.69,177106.41,147728.05
Senior UX Designer,San Francisco,Technology,"['Project Management', 'Machine Learning', 'Agile Methodologies', 'Kanban']","['Data & AI', 'Product & Management']","Join our growing Technology company as a Senior UX Designer. Required technical skills: Project Management, Machine Learning, Agile Methodologies and Kanban. Position located in San Francisco with excellent benefits. This role focuses on Data & AI and Product & Management skills.",285304.74,411729.37,348517.055
Mid Level Business Analyst,New York,Retail,"['Machine Learning', 'Clinical Trials', 'Healthcare IT', 'EHR Systems']","['Data & AI', 'Healthcare']","Join our growing Retail company as a Mid Level Business Analyst. Required technical skills: Machine Learning, Clinical Trials, Healthcare IT and EHR Systems. Position located in New York with excellent benefits. This role focuses on Data & AI and Healthcare skills.",130852.41,191427.26,161139.83500000002
Executive Software Engineer,Seattle,Consulting,"['Python', 'SQL', 'Equity Research', 'Manufacturing Processes', 'AWS']","['Software Engineering', 'Finance', 'Operations']","We are seeking a Executive Software Engineer to join our Consulting team. The ideal candidate will have experience with Python, SQL, Equity Research, Manufacturing Processes and AWS. This position is based in Seattle and offers competitive compensation. Strong background in Software Engineering and Finance and Operations is essential.",367661.88,612410.01,490035.945
Entry Level Business Analyst,New York,Technology,"['Machine Learning', 'UI Design', 'UX Design', 'Data Analysis', 'Healthcare IT', 'Risk Management']","['Data & AI', 'Product & Management', 'Design', 'Healthcare']","Exciting opportunity for a Entry Level Business Analyst in New York. Our Technology division is expanding and needs someone skilled in Machine Learning, UI Design, UX Design, Data Analysis, Healthcare IT and Risk Management. Competitive salary and comprehensive benefits package. Strong background in Data & AI and Product & Management and Design and Healthcare is essential.",114643.07,180398.81,147520.94
Mid Level Business Analyst,San Francisco,Consulting,"['Retail Sales', 'Real Estate Law', 'UX Design', 'UI Design', 'Marketing Strategy']","['Design', 'Business']","We are seeking a Mid Level Business Analyst to join our Consulting team. The ideal candidate will have experience with Retail Sales, Real Estate Law, UX Design, UI Design and Marketing Strategy. This position is based in San Francisco and offers competitive compensation. Strong background in Design and Business is essential.",148979.87,220596.63,184788.25
Mid Level Business Analyst,Chicago,Finance,"['Real Estate Law', 'Machine Learning', 'Data Analysis', 'Business Development', 'Customer Service', 'Marketing Strategy']","['Data & AI', 'Business']","We are seeking a Mid Level Business Analyst to join our Finance team. The ideal candidate will have experience with Real Estate Law, Machine Learning, Data Analysis, Business Development, Customer Service and Marketing Strategy. This position is based in Chicago and offers competitive compensation. Expert knowledge of Data & AI and Business is required.",147876.71,243621.35,195749.03
Entry Level Software Engineer,Chicago,Healthcare,"['Financial Modeling', 'UX Design', 'Data Analysis']","['Data & AI', 'Design', 'Finance']","Join our growing Healthcare company as a Entry Level Software Engineer. Required technical skills: Financial Modeling, UX Design and Data Analysis. Position located in Chicago with excellent benefits. Expert knowledge of Data & AI and Design and Finance is required.",75742.94,123013.67,99378.305
Executive Operations Manager,New York,Technology,"['Project Management', 'EHR Systems', 'Scrum', 'Kanban']","['Product & Management', 'Healthcare']","We are seeking a Executive Operations Manager to join our Technology team. The ideal candidate will have experience with Project Management, EHR Systems, Scrum and Kanban. This position is based in New York and offers competitive compensation. Strong background in Product & Management and Healthcare is essential.",354203.62,628268.14,491235.88
Senior Customer Success Manager,Austin,Healthcare,"['Investment Banking', 'React', 'Kanban', 'Logistics', 'EHR Systems', 'Business Development']","['Software Engineering', 'Product & Management', 'Finance', 'Healthcare', 'Operations', 'Business']","Join our growing Healthcare company as a Senior Customer Success Manager. Required technical skills: Investment Banking, React, Kanban, Logistics, EHR Systems and Business Development. Position located in Austin with excellent benefits. This role focuses on Software Engineering and Product & Management and Finance and Healthcare and Operations and Business skills.",171551.14,276834.26,224192.7
Lead Marketing Specialist,Austin,Technology,"['Logistics', 'Supply Chain Management', 'Manufacturing Processes']",['Operations'],"Exciting opportunity for a Lead Marketing Specialist in Austin. Our Technology division is expanding and needs someone skilled in Logistics, Supply Chain Management and Manufacturing Processes. Competitive salary and comprehensive benefits package. This role focuses on Operations skills.",197176.25,307364.15,252270.2
